"head","relation","tail"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_lipids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_lipopolysaccharide"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_lipoprotein_lipase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_high_density_lipoprotein_cholesterol"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_low_density_lipoprotein_cholesterol"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_lithium_hydride"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_protein_lysine_6_oxidase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_maleimides"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_marihuana"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_membrane_lipids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_metals"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_micelles"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mineral"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_monoamine_oxidase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ec_1_4_3_4_monoamine_oxidase_inhibitor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_multienzyme_complexes"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mutagens"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mycolic_acid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cardiac_depressants"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nadp"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_narcotics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neuraminidase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neuromuscular_blocking_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neurotransmitters"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nucleic_acid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nucleoside"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nucleotide"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyclic_nucleotide"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_oils"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_oxidoreductases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_oxygenases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_peptide_hydrolases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_endopeptidases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_peptidoglycan"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_peroxides"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_pesticides"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_lecithin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phosphatidyl_l_serine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phosphodiesterase_inhibitors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phospholipases_a2"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phospholipid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phosphoprotein_phosphatases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phosphotransferases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_plasmids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polyamine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polymer"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polysaccharide"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_porphyrins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_prostaglandin_endoperoxide_synthases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_protease_inhibitors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_protein_kinase_c"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_protein_kinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_transglutaminases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_psychotropic_drugs"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_purines"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_radioisotopes"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_reagents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_antigen_b_cell"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_antigen_t_cell"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_immunologic"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_retinoid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_rna_directed_dna_polymerase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ribonucleotide_reductases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ribonucleic_acid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_rna_dependent_rna_polymerase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_messenger_rna"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ribosomal_rna"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sedatives"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_gonadal_steroid_hormones"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_solvents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_somatomedins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antispasmodics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sphingolipid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_steroid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thiol"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sulfonamide"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sulfonylurea_compounds"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_organic_sulfate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_superoxide_dismutase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sympathomimetics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thrombin_alfa"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thymidylate_synthase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thyroid_hormone"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tobacco_products"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tocolytic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_toxin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tranquilizing_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antipsychotic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anti_anxiety_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_trypanocidal_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tumor_necrosis_factors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_glucuronosyltransferase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_vasoconstrictor_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_vasodilator_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_xanthine_oxidase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_xenobiotics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phosphatidylinositol_3_kinase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_aldehyde_oxidase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_calcineurin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cytochrome_p_450_cyp2d6"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cytochrome_p_450_cyp3a"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_hydrogel_polyethylene_glycol_dimethacrylate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_integrases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_interleukin_6"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptor_erbb_2"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polylactic_acid_polyglycolic_acid_copolymer"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polyphenol"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ubiquitin_protein_ligases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cytokines"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_8"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nf_kappa_b"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_proto_oncogene_proteins_pp60_c_src"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tacrolimus_binding_proteins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_generic_drugs"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_10"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antiplatelet_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_illicit_drugs"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_enhancer_of_transcription"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_gtp_binding_proteins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_telomerase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_1_phosphatidylinositol_4_kinase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ctla_4_antigen"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_e_selectin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_reverse_transcriptase_human_immunodeficiency_virus_1"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nitric_oxide_synthase_type_iii"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_peptidylprolyl_isomerase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_prostate_specific_antigen"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptor_igf_type_1"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_vascular_endothelial_growth_factor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_hydroxytryptamine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_photosensitizing_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_serotonin_uptake_inhibitors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_reactive_oxygen_species"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_chitosan"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_chemical_cofactor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dopamine_agonists"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_folate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_radiopharmaceuticals"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_endogenous_opiates"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_platinum_compounds"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptor_protein_tyrosine_kinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_cytokine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_proteasome_endopeptidase_complex"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_13"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_agammaglobulinaemia_tyrosine_kinase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_brain_monoamines"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_pressors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sugars"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_opioids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_recreational_drugs"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antirheumatic_drugs_disease_modifying"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anticholinergic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antimanic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nootropic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_inflammation_mediators"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyclin_dependent_kinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_agonists"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_glycogen_synthase_kinase_3_beta"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_glycogen_synthase_kinase_3"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anaplastic_lymphoma_kinase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antibacterial_drug"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_laxatives"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_beta_lactam"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_chemokines"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anti_allergic_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anthracycline"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_furin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_steroid_hormone"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_hypothalamic_inhibiting_factor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_vitamin_supplementation"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_stable_isotope"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_stimulant"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_psychostimulant_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cytotoxic_agent_product"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dna_double_stranded"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tonics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_oral_anticoagulants"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_muscle_relaxants"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_proton_pump_inhibitors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_statin"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_opiates"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_gamma_secretase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_18"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_17"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyclooxygenase_2"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyclooxygenase_1"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_synthetic_polymer"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_specific_antigen"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neuronal"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptors_chemokine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_human_plasma_preparation"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_atom_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_phytochemicals"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_angiogenesis_inhibitor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_blood_lipid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_carboxyl_group"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_flavonoids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neurohormones"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antiglaucoma_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_natriuretic"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_janus_kinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_beta_lactamases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_aptamer"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thymidylate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_monoamine"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_anti_retroviral_agents"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_immunophilins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_response_elements"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyp2c9_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_matrix_metalloproteinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_infliximab"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nos3_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nos2_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mevalonate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_taxol"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_controlled_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_psychoactive_substances"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_isoprenoids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cholinergic_system"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_metric_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_multiple_myeloma_m_proteins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_etanercept"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_estrogenic"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_trastuzumab"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_fk_506"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_chemotherapeutic_agent"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_vp_16"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_steroid_glucosiduronic_acid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mitogen_activated_protein_kinases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_aromatics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_bevacizumab"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_st_john_s_wort"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_therapeutic_protein"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_thioredoxin_disulfide_reductase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nos1_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_receptor_ephb1"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_p16_protease_human_immunodeficiency_virus_1"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyclophilins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_antidiabetics"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_urate"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neurohumors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_neuromodulators"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_fluoroquinolone_antibiotic"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dna_topoisomerases"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dna_gyrase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_angiotensin_converting_enzyme_2"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_interleukin_23"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ugt1a1_enzyme"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cd274_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_calf_thymus_dna"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_soluble_guanylyl_cyclase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_adalimumab"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_chinese_herbs"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_aflibercept"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_virulence_factors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sirtuins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_microbicides"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_cyp3a4_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_kinase_inhibitor_epc"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_endocannabinoids"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_pcsk9_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_nuclear_deoxyribonucleic_acid"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_pharmacologic_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_protein_tyrosine_kinase_inhibitor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_atypical_antipsychotic"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_red_blood_cells_blood_product"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_mtor_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_small_molecule"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_deubiquitinating_enzymes"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_polymerase"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_atp8a2_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_proteasome_inhibitor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_second_messenger"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dna_structure"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_minor_groove"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_major_groove"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_signaling_molecule"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_rna_transcript"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_tracer"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_immunomodulators"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_calcineurin_inhibitor"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_incretins"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_dendrimers"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_ptgs2_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_natural_products"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_triptans"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_flt1_protein_human"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_therapeutic_agent_substance"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_isolate_microorganism"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_long_intergenic_non_protein_coding_rna"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_agonist"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_sodium_glucose_transporter_2_inhibitors"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_opium_alkaloids_and_derivative_combination_cough_suppressants"
"drug_pharmaceutical_preparations","INTERACTS_WITH","drug_3c_like_proteinase_sars_cov_2"
"drug_drugs_non_prescription","ADVERSE_EFFECT","disease_adverse_effects"
"drug_drugs_non_prescription","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_dyes","ADVERSE_EFFECT","disease_anaphylaxis"
"drug_dyes","ADVERSE_EFFECT","disease_asthma"
"drug_dyes","ADVERSE_EFFECT","disease_dna_damage"
"drug_dyes","ADVERSE_EFFECT","disease_hepatocellular_carcinoma"
"drug_dyes","ADVERSE_EFFECT","disease_allergic_disease"
"drug_dyes","ADVERSE_EFFECT","disease_neoplasm"
"drug_dyes","ADVERSE_EFFECT","disease_diastasis"
"drug_dyes","ADVERSE_EFFECT","disease_thrombotic_disease"
"drug_dyes","ADVERSE_EFFECT","disease_thrombus"
"drug_dyes","ADVERSE_EFFECT","disease_allergic_contact_dermatitis"
"drug_dyes","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_dyes","ADVERSE_EFFECT","disease_occupational_asthma"
"drug_dyes","ADVERSE_EFFECT","disease_abnormal_shape"
"drug_dyes","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_dyes","ADVERSE_EFFECT","disease_poisoning"
"drug_dyes","ADVERSE_EFFECT","disease_adverse_effects"
"drug_dyes","ADVERSE_EFFECT","disease_morphologically_altered_structure"
"drug_dyes","ADVERSE_EFFECT","disease_sarcoma"
"drug_dyes","INTERACTS_WITH","drug_aldehyde"
"drug_dyes","INTERACTS_WITH","drug_amine"
"drug_dyes","INTERACTS_WITH","drug_anion"
"drug_dyes","INTERACTS_WITH","drug_antibiotics"
"drug_dyes","INTERACTS_WITH","drug_antibodies"
"drug_dyes","INTERACTS_WITH","drug_antibodies_anti_idiotypic"
"drug_dyes","INTERACTS_WITH","drug_antigens"
"drug_dyes","INTERACTS_WITH","drug_cardiolipin"
"drug_dyes","INTERACTS_WITH","drug_1_4_beta_d_glucan"
"drug_dyes","INTERACTS_WITH","drug_cyclodextrin"
"drug_dyes","INTERACTS_WITH","drug_single_stranded_dna"
"drug_dyes","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_dyes","INTERACTS_WITH","drug_enzymes"
"drug_dyes","INTERACTS_WITH","drug_fluorescent_probes"
"drug_dyes","INTERACTS_WITH","drug_ion"
"drug_dyes","INTERACTS_WITH","drug_l_lactate_dehydrogenase"
"drug_dyes","INTERACTS_WITH","drug_lipids"
"drug_dyes","INTERACTS_WITH","drug_lipopolysaccharide"
"drug_dyes","INTERACTS_WITH","drug_membrane_lipids"
"drug_dyes","INTERACTS_WITH","drug_mutagens"
"drug_dyes","INTERACTS_WITH","drug_peroxidase"
"drug_dyes","INTERACTS_WITH","drug_nucleic_acid"
"drug_dyes","INTERACTS_WITH","drug_oxidoreductases"
"drug_dyes","INTERACTS_WITH","drug_phospholipid"
"drug_dyes","INTERACTS_WITH","drug_polymer"
"drug_dyes","INTERACTS_WITH","drug_polynucleotide"
"drug_dyes","INTERACTS_WITH","drug_polysaccharide"
"drug_dyes","INTERACTS_WITH","drug_ribonucleic_acid"
"drug_dyes","INTERACTS_WITH","drug_solvents"
"drug_dyes","INTERACTS_WITH","drug_stains"
"drug_dyes","INTERACTS_WITH","drug_thiol"
"drug_dyes","INTERACTS_WITH","drug_polyanions"
"drug_dyes","INTERACTS_WITH","drug_isothiocyanate"
"drug_dyes","INTERACTS_WITH","drug_reactive_oxygen_species"
"drug_dyes","INTERACTS_WITH","drug_fiber_oral_tablet"
"drug_dyes","INTERACTS_WITH","drug_dna_double_stranded"
"drug_dyes","INTERACTS_WITH","drug_atom_substance"
"drug_dyes","INTERACTS_WITH","drug_fluorophore"
"drug_dyes","INTERACTS_WITH","drug_aptamer"
"drug_dyes","INTERACTS_WITH","drug_nuclear_deoxyribonucleic_acid"
"drug_dyes","INTERACTS_WITH","drug_minor_groove"
"drug_dyes","INTERACTS_WITH","drug_tracer"
"drug_icosanoid","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_icosanoid","ADVERSE_EFFECT","disease_contraction_finding"
"drug_icosanoid","INTERACTS_WITH","drug_complement_membrane_attack_complex"
"drug_icosanoid","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_icosanoid","INTERACTS_WITH","drug_enzymes"
"drug_icosanoid","INTERACTS_WITH","drug_fatty_acid"
